ExternalRiskEstimate,MSinceOldestTradeOpen,MSinceMostRecentTradeOpen,AverageMInFile,NumSatisfactoryTrades,NumTrades60Ever2DerogPubRec,NumTrades90Ever2DerogPubRec,PercentTradesNeverDelq,MSinceMostRecentDelq,MaxDelq2PublicRecLast12M,MaxDelqEver,NumTotalTrades,NumTradesOpeninLast12M,PercentInstallTrades,MSinceMostRecentInqexcl7days,NumInqLast6M,NumInqLast6Mexcl7days,NetFractionRevolvingBurden,NetFractionInstallBurden,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumBank2NatlTradesWHighUtilization,PercentTradesWBalance,cond
-9.0,-9.0,-9.0,15.571034,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,0.0
79.71083,190.89908,4.0,72.762665,33.0,0.0,0.0,100.0,-7.0,7.0,8.0,39.10254,1.0,29.0,2.0,0.0,0.0,4.0,-8.0,6.0,1.0,0.0,57.0,0.0
88.0,310.04785,4.0,106.94008,20.0,0.0,0.0,100.0,-7.0,7.0,8.0,23.3062,2.0,47.65534,0.0,2.0,1.0,1.0,76.0,2.0,2.0,0.0,50.0,0.0
83.0,390.16174,17.84567,86.0,22.0,0.0,0.0,100.0,-7.0,7.0,8.0,23.0,0.0,50.0,0.68133515,1.0,1.0,1.0,63.464508,1.0,6.0,0.0,50.0,0.0
81.0,293.33942,7.0,84.0,11.0,0.0,0.0,77.55235,12.6007185,6.0,6.0,16.0,1.0,43.0,21.4899,0.0,0.0,51.318104,51.8585,1.0,2.0,0.0,62.90568,0.0
83.0,388.7038,5.0,149.2664,24.0,0.0,0.0,94.345345,36.069065,6.0,6.0,22.835518,1.0,29.890602,-7.0,1.0,1.0,0.0,-8.0,2.0,1.0,0.0,25.0,0.0
72.0,319.68063,6.0,82.0,53.78853,0.0,0.0,97.0,18.955845,6.0,6.0,53.313145,1.0,30.0,0.30702996,4.0,4.0,25.052301,-8.0,5.0,3.0,5.522401,50.318325,0.0
70.28461,304.62143,7.0,105.729935,12.935575,0.0,0.0,87.22412,17.761198,4.0,5.0,13.0,1.0,20.0,0.0,3.0,3.0,57.864315,-8.0,6.0,1.0,0.0,78.0,0.0
91.0,350.94196,16.0,138.82727,10.0,0.0,0.0,100.0,-7.0,7.0,8.0,12.0,0.0,28.0,-7.0,0.0,0.0,1.0,67.9243,1.0,2.0,0.0,51.844707,0.0
77.0,111.21489,13.0,53.441746,20.0,0.0,0.0,100.0,-7.0,7.0,8.0,21.0,0.0,26.085754,0.0,4.0,3.8761048,9.196768,-8.0,4.0,1.0,0.0,39.678062,0.0
