ExternalRiskEstimate,MSinceOldestTradeOpen,MSinceMostRecentTradeOpen,AverageMInFile,NumSatisfactoryTrades,NumTrades60Ever2DerogPubRec,NumTrades90Ever2DerogPubRec,PercentTradesNeverDelq,MSinceMostRecentDelq,MaxDelq2PublicRecLast12M,MaxDelqEver,NumTotalTrades,NumTradesOpeninLast12M,PercentInstallTrades,MSinceMostRecentInqexcl7days,NumInqLast6M,NumInqLast6Mexcl7days,NetFractionRevolvingBurden,NetFractionInstallBurden,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumBank2NatlTradesWHighUtilization,PercentTradesWBalance,cond
54.451244,193.82211,4.0,74.0,14.652833,4.03159,3.790083,81.560165,3.0,-9.0,6.0,15.0,1.0,62.34094,0.0,0.0,0.0,83.37168,133.69676,2.0,2.0,0.0,100.0,1.0
57.505756,107.04055,3.175696,43.665157,21.0,0.0,0.0,100.0,-7.0,7.0,8.0,21.0,2.0,10.92449,1.0,2.0,3.0,67.15611,-8.0,3.0,1.0,4.8423123,42.3501,1.0
72.0,82.931305,1.8545517,12.5654955,12.155491,0.0,0.0,100.0,-7.0,7.0,8.0,16.0,2.0,68.036934,0.0,1.740586,2.0,36.0,-8.0,1.0,2.0,0.0,60.0,1.0
75.0,100.51864,12.0,61.0,6.499941,0.0,0.0,100.0,-7.0,7.0,8.0,7.0,1.0,68.838326,0.0,3.0,2.0,13.194502,65.9152,1.0,2.0,0.0,77.949234,1.0
-6.5559435,159.61339,7.0,-2.1941683,5.6277523,1.0,1.0,100.0,-7.0,7.0,8.0,9.092833,2.0,87.92102,0.0,0.0,0.0,92.98816,58.44051,2.0,2.0,0.0,74.96656,1.0
64.0,165.97127,4.0,58.6838,16.160131,2.2357767,2.0,81.366455,69.36612,6.0,5.0,23.964523,2.0,99.98359,4.0,1.1495205,2.0,78.608765,49.8233,1.0,4.0,-8.0,100.0,1.0
-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,1.0
75.0,260.43146,15.0,91.600624,45.761856,2.9401162,3.8905942,91.0408,30.865725,6.0,-6.434351,58.046078,1.0,18.0,1.0,11.152372,8.617159,11.303941,59.5921,10.372971,3.0,0.0,60.0,1.0
68.0,69.882675,1.0,50.925354,31.364637,0.0,0.0,100.0,-7.0,7.0,8.0,41.800358,9.313123,46.869167,0.0,3.0,2.0,36.560078,90.114815,5.0,4.0,0.0,71.0,1.0
74.0,72.507164,28.263996,65.576965,-9.0,0.0,0.0,100.0,-7.0,7.0,8.0,3.981336,0.0,75.14296,-7.0,0.0,0.0,1.0,-8.0,-9.0,1.0,-5.327868,56.0,1.0
56.721046,75.8022,1.0,48.217407,26.852713,0.0,0.0,86.753494,26.116512,6.0,6.0,30.109936,6.7000213,57.250965,0.0,2.0,3.0,42.06566,75.34469,3.0,19.135859,0.0,88.0,1.0
65.83894,155.50545,20.581991,86.369995,7.2423596,2.4698272,1.5210725,84.58087,35.265675,6.3110046,4.0,7.0,0.0,98.16796,-7.0,3.0,2.0,0.0,-8.0,-6.1416984,-3.6528077,-9.0,62.28826,1.0
58.31079,190.49136,23.816048,50.651245,13.0,2.0,1.0,82.08895,-7.0,-9.0,6.0,17.0,0.0,16.887873,0.0,2.0,2.0,87.68986,-8.0,2.0,1.0,0.0,75.0,1.0
68.0,156.16426,10.0,61.0,9.027659,1.0,0.0,77.84024,42.5631,6.0,6.0,11.0,1.0,66.8809,0.0,2.0,1.0,0.0,80.0,1.0,2.0,-8.0,59.974064,1.0
58.172806,57.248726,4.0,37.526306,30.194199,0.0,0.0,100.0,-7.0,6.0,6.0,37.566162,3.0,23.0,0.0,3.0,3.0,82.41527,87.26449,13.837845,5.0,7.1778235,81.95012,1.0
