ExternalRiskEstimate,MSinceOldestTradeOpen,MSinceMostRecentTradeOpen,AverageMInFile,NumSatisfactoryTrades,NumTrades60Ever2DerogPubRec,NumTrades90Ever2DerogPubRec,PercentTradesNeverDelq,MSinceMostRecentDelq,MaxDelq2PublicRecLast12M,MaxDelqEver,NumTotalTrades,NumTradesOpeninLast12M,PercentInstallTrades,MSinceMostRecentInqexcl7days,NumInqLast6M,NumInqLast6Mexcl7days,NetFractionRevolvingBurden,NetFractionInstallBurden,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumBank2NatlTradesWHighUtilization,PercentTradesWBalance,cond
73.0,182.96355,18.454214,88.25444,24.6039,0.0,0.0,100.0,-7.0,6.0,8.0,31.694176,0.0,47.0,-8.0,0.0,0.0,52.07362,-8.0,5.0,1.0,1.0,80.0,0.0
89.0,274.80502,3.0,129.16057,7.0,0.0,0.0,100.0,-7.0,7.0,8.0,6.891583,1.0,44.07027,-7.0,0.0,0.0,25.86044,82.94517,3.0,1.0,0.0,100.0,0.0
72.70056,148.8361,3.0,54.72554,16.0,0.0,0.0,100.0,-7.0,7.0,8.0,16.0,1.0,22.0,6.8039117,0.0,1.0,55.01181,-8.0,4.0,1.0,2.297221,60.0,0.0
71.0,-9.0,6.0,-9.0,18.0,0.0,0.0,100.0,-7.0,7.0,8.0,19.0,5.0,12.131047,0.0,3.0,3.0,20.396631,-8.0,5.0,1.0,0.0,50.0,0.0
85.0,393.84714,3.0,119.3082,39.0,0.0,0.0,100.0,-7.0,7.0,8.0,41.18071,2.0,29.0,-7.5285487,0.0,0.0,28.967596,30.373432,4.0,2.0,0.0,50.0,0.0
73.0,229.788,5.0,86.44627,45.46028,0.0,0.0,100.0,-7.0,7.0,8.0,46.817394,3.0,14.0,-7.3057184,0.0,0.0,24.538595,91.0,16.189432,2.0,2.0,57.0,0.0
75.0,205.4102,8.0,84.0,28.741468,0.0,0.0,92.0,58.149002,6.0,6.0,27.0,1.0,43.04015,1.0,0.0,0.0,10.653039,83.47331,5.2255464,2.8660169,0.0,73.58594,0.0
81.0,380.52957,9.0,84.0,21.0,0.0,0.0,100.0,-7.0,7.0,8.0,23.0,1.0,46.576763,-7.0,0.0,0.0,26.810574,-8.0,2.0,2.0,0.0,58.0,0.0
63.57085,305.88455,5.0,75.06515,29.0,0.0,0.0,89.60427,6.0,1.67405,6.0,31.0,1.0,59.707134,0.0,0.0,0.0,51.20898,75.057724,4.0,3.0,0.0,75.0,0.0
86.255615,218.00876,12.0,88.36712,25.0,0.0,0.0,100.0,-7.0,7.0,8.0,37.0,0.0,51.336407,-5.163873,1.0,1.0,0.0,-8.0,1.0,2.0,0.0,67.0,0.0
91.0,334.2733,30.688,129.2612,9.0,0.0,0.0,100.0,-7.0,7.0,8.0,9.0,0.0,14.0,-8.0,0.0,0.0,6.0,-8.0,3.0,1.0,0.0,60.0,0.0
87.0,197.44066,17.0,107.8808,23.04719,0.0,0.0,100.0,-7.0,7.0,8.0,26.0,0.0,33.0,10.430057,0.0,0.0,0.0,-8.0,5.0,1.0,0.0,50.0,0.0
32.04866,174.74217,3.0,73.147606,27.0,0.6343539,0.0,100.0,-7.0,0.0,6.0,32.4581,2.0,45.801155,0.0,3.0,3.0,52.278248,53.476387,5.0,2.0,2.0,67.0,0.0
76.0,183.16467,1.0,66.34304,14.669728,0.0,0.0,95.10172,18.881845,6.0,6.0,18.514055,2.0,25.0,0.0,2.0,1.9074658,5.028426,71.0,4.0,2.0,0.0,51.49406,0.0
89.0,323.49054,34.466278,140.72403,17.365414,0.0,0.0,100.0,-7.0,7.0,8.0,15.777618,0.0,14.0,0.0,4.0,3.41534,1.5255446,-8.0,1.0,1.0,0.0,-6.1946955,0.0
71.0,214.8831,4.0,70.39689,43.549076,0.0,0.0,96.0,54.024143,6.0,5.9380226,56.411682,3.0,64.70323,0.0,6.5294223,5.9241037,56.993458,86.22477,3.0,3.0,1.0,53.456856,0.0
76.0,112.58686,3.0,39.451057,9.735796,0.0,0.0,100.0,-7.0,7.0,8.0,9.0,3.0,35.0,0.0,0.0,0.0,43.45858,71.101036,1.3515781,2.0,2.0,75.0,0.0
72.0,117.64763,3.7948983,46.707584,34.0,0.0,0.0,100.0,-7.0,7.0,8.0,28.0,3.0,14.066128,0.0,3.0,3.0,15.0,78.09437,3.0,2.0,3.0,33.0,0.0
60.31097,145.7252,11.0,54.316334,-9.0,2.0,1.0,59.322952,11.6500435,4.0,2.0,11.0,0.69763035,55.01399,-8.0,0.0,0.0,95.962135,34.431747,2.0,2.0,0.0,82.99744,0.0
71.0,237.1725,5.0,79.0,45.2322,0.0,0.0,100.0,-7.0,7.0,8.0,45.208275,2.0,37.0,0.0,4.0,3.0,68.67996,100.0,6.0,4.411562,2.0,63.32884,0.0
73.0,179.05376,9.0,69.13596,21.0,0.0,0.0,100.0,-7.0,7.0,8.0,28.220476,0.0,35.0,9.0,0.0,0.0,18.0,98.68991,4.0,1.0,0.04229452,63.0,0.0
89.0,149.20724,8.0,66.665085,20.0,0.0,0.0,100.0,-7.0,7.0,8.0,18.0,0.0,26.0,7.3349786,0.0,0.0,0.38927624,79.40355,1.0,2.0,0.0,41.50745,0.0
80.0,318.74387,6.0,114.91913,28.0,0.0,0.0,100.0,-7.0,6.0,6.0,8.0,1.0,36.0,-7.0,2.0,1.0,9.0,-8.0,4.0,3.0,1.0,75.0,0.0
