ExternalRiskEstimate,MSinceOldestTradeOpen,MSinceMostRecentTradeOpen,AverageMInFile,NumSatisfactoryTrades,NumTrades60Ever2DerogPubRec,NumTrades90Ever2DerogPubRec,PercentTradesNeverDelq,MSinceMostRecentDelq,MaxDelq2PublicRecLast12M,MaxDelqEver,NumTotalTrades,NumTradesOpeninLast12M,PercentInstallTrades,MSinceMostRecentInqexcl7days,NumInqLast6M,NumInqLast6Mexcl7days,NetFractionRevolvingBurden,NetFractionInstallBurden,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumBank2NatlTradesWHighUtilization,PercentTradesWBalance,cond
75.0,176.33438,5.0,74.0,15.0,0.0,0.0,100.0,-7.0,7.0,8.0,17.511839,4.0,-0.37876007,0.0,1.0,1.0,33.327568,-8.0,4.0,1.0,0.0,67.0,1.0
68.0,111.2059,4.0,37.43746,8.0,0.0,0.0,100.0,-7.0,7.0,8.0,8.0,2.0,60.86085,1.0,1.0,1.0,91.36207,99.71481,2.0,1.9158709,1.0,85.807625,1.0
74.0,147.16035,22.147821,60.165527,-9.0,0.0,0.0,100.0,-7.0,7.0,8.0,4.9767647,0.0,48.703777,0.0,5.0,5.921923,2.0,-8.0,1.0,-8.0,0.0,42.771072,1.0
63.0,131.75916,4.8860707,61.778683,33.0,3.0,3.4349988,100.0,-7.0,6.0,8.0,32.0,4.0,21.0,0.31368732,3.0,3.0,38.51236,-4.994805,8.683392,3.0,4.0,64.0,1.0
62.0,107.324066,4.0,67.672585,5.4826818,0.0,0.0,100.0,-7.0,7.0,8.0,3.108174,1.0,23.0,0.4811311,4.0,3.8265595,94.10611,-8.0,3.0,1.0,2.0,88.34584,1.0
66.011826,159.49487,3.0,65.0,28.61973,1.0,1.1562715,95.30536,49.47914,6.0,5.0,31.443687,5.0,20.58277,0.0,2.0,2.0,37.800922,37.261177,8.0,1.0,2.0,64.119,1.0
59.50118,291.26813,3.0,103.10513,33.293575,1.0,1.0,91.0,45.062706,4.0,2.0,40.30875,4.0,35.0,7.391933,1.9601815,1.0,84.02688,96.16283,9.386804,5.0,9.92651,71.0,1.0
77.0,164.66779,11.0,43.222748,10.0,0.0,0.0,100.0,-7.0,6.0,8.0,10.0,1.0,36.0,0.0,5.0,6.128202,5.0,-8.0,4.0,1.0,0.0,62.739014,1.0
62.29706,143.16306,-9.0,53.413116,15.875514,0.0,0.0,85.30176,25.029652,6.0,5.89493,16.832872,4.0,14.0,0.0,3.0,3.0,64.41714,90.47207,4.0,3.0,2.0,83.0,1.0
76.0,-5.762904,5.0,38.683277,20.0,0.0,0.0,96.951195,25.0028,6.0,6.0,24.0,1.0,86.06129,0.0,0.0,0.0,0.0,91.66488,0.7526117,4.0,0.0,50.0,1.0
62.183414,153.16626,0.31179002,58.0,23.0,0.0,0.0,93.81221,3.4612038,6.0,6.0,27.79068,5.871848,35.49047,0.0,0.0,0.0,47.676884,88.33006,7.3395953,2.0,2.0,72.77009,1.0
72.0,114.785225,2.0,36.838783,13.823778,0.0,0.0,100.0,-7.0,6.0,8.0,17.0,4.0,40.823223,1.0,1.0,1.0,21.399807,89.17201,6.0,2.0,0.0,71.0,1.0
71.0,160.2672,20.008852,74.0,12.0,1.0,0.0,65.85835,43.362347,6.0,3.4982283,11.0,0.0,86.59342,0.0,1.0,1.0,2.0,-8.0,1.0,1.0,-9.0,100.0,1.0
63.0,102.715324,6.0,29.938265,22.0,0.0,0.0,100.0,-7.0,7.0,8.0,22.0,3.0,40.047592,-7.0,15.706687,16.109402,111.306015,56.26255,3.0,3.0,0.0,78.26836,1.0
