ExternalRiskEstimate,MSinceOldestTradeOpen,MSinceMostRecentTradeOpen,AverageMInFile,NumSatisfactoryTrades,NumTrades60Ever2DerogPubRec,NumTrades90Ever2DerogPubRec,PercentTradesNeverDelq,MSinceMostRecentDelq,MaxDelq2PublicRecLast12M,MaxDelqEver,NumTotalTrades,NumTradesOpeninLast12M,PercentInstallTrades,MSinceMostRecentInqexcl7days,NumInqLast6M,NumInqLast6Mexcl7days,NetFractionRevolvingBurden,NetFractionInstallBurden,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumBank2NatlTradesWHighUtilization,PercentTradesWBalance,cond
78.0,-8.0,15.488691,67.0,12.0,0.0,0.0,100.0,-7.0,7.0,8.0,14.0,0.0,57.281403,0.0,4.0,3.762621,2.0,51.11973,0.0,2.0,0.0,70.642525,0.0
82.0,199.94328,7.0,91.7602,27.0,0.0,0.0,95.0,16.259483,6.0,6.0,30.024689,1.0,37.614864,18.717785,0.0,0.0,9.0,78.34945,3.0,2.0,0.0,50.0,0.0
87.0,261.55487,0.8212635,99.875305,28.0,0.0,0.0,100.0,-7.0,7.0,8.0,19.0,1.0,15.0,0.0,1.0,1.0,0.0,99.3554,1.0,2.0,0.0,-9.0,0.0
-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,0.0
70.2007,242.4552,7.0,72.50899,35.98668,0.0,0.0,100.0,-7.0,7.0,8.0,32.06694,2.0,23.0,0.0,2.0,2.0,47.2097,79.12043,8.0,3.0,2.0,63.0,0.0
82.0,48.182186,7.0,47.90094,13.0,0.0,0.0,100.0,-7.0,7.0,8.0,8.380722,1.0,43.0,16.0,0.0,0.0,2.6373823,49.32965,1.0,3.0,0.0,68.134155,0.0
64.0,92.12237,6.0,67.0,27.0,1.0,1.0,86.530594,21.299206,4.0,5.0,27.505402,1.0,29.0,0.0,0.0,0.0,45.9026,32.776363,6.3097086,3.0,0.0,72.66459,0.0
75.96838,187.39516,3.0,98.222084,22.0,0.0,0.0,100.0,-7.0,7.0,8.0,20.0,2.0,33.03342,-7.0,0.0,0.0,26.869717,-8.0,5.0,3.0,0.0,78.0,0.0
85.0,125.87497,35.082855,72.22068,22.0,0.0,0.0,100.0,-7.0,7.0,8.0,16.453934,0.0,21.0,18.547203,0.0,0.0,34.314953,-8.0,4.0,2.0,0.0,44.0,0.0
76.0,171.69814,2.0,86.520096,43.53031,0.0,0.0,100.0,-7.0,7.0,8.0,50.180374,1.049418,30.662117,0.0,2.0,2.0,32.0,56.138397,2.0,3.0,1.0,44.52241,0.0
82.0,248.89633,22.58472,93.0,19.0,0.0,0.0,92.6379,23.68442,6.0,6.0,20.0,0.0,19.0,-7.0,0.0,0.0,0.0,-8.0,1.0,1.0,0.0,26.022892,0.0
83.0,335.5675,10.0,81.0,27.0,0.0,0.0,100.0,-7.0,7.0,8.0,28.0,1.0,7.678017,20.760956,0.0,0.0,1.0,-8.0,2.0,1.0,0.0,19.8751,0.0
92.946175,259.84113,37.945263,127.991554,17.0,0.0,0.0,100.0,-7.0,7.0,8.0,22.0,0.0,13.950851,-8.0,0.0,0.0,0.9187094,-8.0,2.0,1.0,0.0,33.0,0.0
78.66262,181.79738,5.0,94.192215,15.0,0.0,0.0,93.775085,74.16018,6.0,6.0,15.0,2.0,19.537321,1.0,2.0,2.0,8.0,-8.0,4.0,1.0,0.0,75.0,0.0
65.31166,218.45862,1.0,116.744774,44.803875,0.0,0.0,93.0,-7.0,4.0,5.0,61.79547,2.0,46.09914,0.0,6.707386,6.508444,54.508743,-8.0,7.0,5.0,3.0,77.966805,0.0
65.91618,324.63644,13.303297,120.95367,46.124832,0.0,0.0,94.0,21.163599,6.0,6.0,51.45782,0.0,29.0,3.0,0.0,0.0,85.77752,92.163734,13.770409,3.0,10.3643055,100.0,0.0
72.52445,128.49313,4.0,42.900036,19.650465,0.0,0.0,100.0,-7.0,7.0,8.0,13.0,4.0,33.0,0.0,4.0,4.0,44.78963,82.117935,4.0,3.0,1.0,50.0,0.0
75.622345,342.29266,1.0,112.22392,42.472515,0.0,0.0,97.0,57.89222,6.0,6.0,52.493324,2.0,14.0,0.0,3.0,3.01719,17.0,-8.0,8.057707,2.0,1.0,50.0,0.0
43.790714,274.66354,6.0,96.52521,32.43703,0.0,0.0,92.60502,24.806335,6.0,6.0,28.0,3.0,22.0,0.0,1.54504,1.0,80.61646,66.60977,8.958758,3.0,3.249914,71.17355,0.0
85.9735,189.94527,3.0,64.18376,23.0,0.0,0.0,100.0,-7.0,7.0,8.0,30.0,3.0,32.93979,3.0,2.0,2.0,2.9985147,-8.0,3.0,2.0,0.0,82.50014,0.0
90.0,392.98624,4.0,158.03326,18.0,0.0,0.0,100.0,-7.0,7.0,8.0,8.0,2.0,30.0,-7.0,4.0,3.9349742,2.0,90.49326,3.0,2.0,0.0,44.0,0.0
84.0,95.12975,8.0,104.578575,14.0,0.0,0.0,100.0,-7.0,7.0,8.0,1.908746,1.0,20.0,0.0,0.0,0.0,31.646677,-8.0,2.0,2.0,0.0,66.663956,0.0
72.0,92.75047,6.0,62.446957,27.0,0.0,0.0,100.0,-7.0,7.0,8.0,26.530931,2.0,20.951893,0.0,14.646577,8.310079,71.44185,-8.0,3.0,1.0,1.0,50.0,0.0
79.0,229.64407,31.209625,99.19803,22.0,0.0,0.0,95.788025,18.851063,6.0,6.0,30.02434,0.0,18.0,-7.0,0.0,0.0,18.27828,-8.0,3.0,1.0,0.0,37.405903,0.0
76.0,313.0098,11.960429,100.0,28.0,0.0,0.0,93.0,23.410847,6.0,6.0,37.22708,1.0,69.06357,13.934254,0.0,0.0,1.0,52.39759,1.0,2.0,0.0,60.0,0.0
86.0,71.05847,7.0,97.0,17.0,0.0,0.0,100.0,-7.0,7.0,8.0,2.751894,1.0,29.90695,7.8550925,0.0,0.0,3.0,63.78162,3.0,2.0,0.0,64.0,0.0
59.47104,70.83314,8.6371155,54.01507,3.9441283,0.0,0.0,89.0,22.607533,6.0,6.0,3.9805653,1.0,99.696724,-8.0,0.0,0.0,0.0,56.6819,1.0,2.0,-9.0,100.0,0.0
85.0,307.91373,2.0,101.49936,18.0,0.0,0.0,100.0,-7.0,6.0,8.0,15.265765,2.0,39.0,0.0,0.0,0.0,10.0,52.05224,2.0,2.0,0.0,60.394726,0.0
78.0,168.19707,2.0,69.47041,18.0,0.0,0.0,100.0,-7.0,7.0,8.0,19.0,1.0725919,38.0,1.0,1.0,1.0,58.361576,50.111023,2.0,1.0,1.0,64.0,0.0
89.0,242.71696,20.690866,123.68591,17.0,0.0,0.0,100.0,-7.0,7.0,8.0,19.0,0.0,22.604258,9.119702,0.0,0.0,9.0,-8.0,2.0,1.0,0.0,50.0,0.0
88.0,179.3326,15.0,82.0,28.547695,0.0,0.0,100.0,-7.0,7.0,8.0,36.634247,0.0,25.0,2.4740248,1.4392267,1.0,1.0,-8.0,5.0,1.0,0.0,50.83292,0.0
86.85826,71.56911,8.06615,89.131775,18.0,0.0,0.0,100.0,-7.0,7.0,8.0,2.821283,0.0,0.0,0.0,2.0,1.0,0.0,-8.0,2.0,1.0,0.0,31.893578,0.0
-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,0.0
67.30622,151.58223,10.0,70.0,25.0,0.0,0.0,100.0,-7.0,7.0,8.0,23.0,1.0,39.0,-7.0,0.0,0.0,86.78712,77.24246,5.0,5.0,2.0,88.0,0.0
74.0,245.64693,70.12487,182.08804,7.4851704,1.0,1.0,89.19542,24.376348,6.0,4.699909,19.0,0.0,18.0,-8.0,0.0,0.0,68.77061,-8.0,3.0,-8.0,0.0,87.567116,0.0
69.28186,166.62868,7.0,45.28347,34.0,0.0,0.0,100.0,-7.0,7.0,8.0,34.0,4.0,39.0,0.0,0.0,0.0,46.296867,89.443054,6.0,3.0,3.0,71.0,0.0
71.0,126.747345,4.0,45.98388,30.0,0.0,0.0,100.0,68.5278,6.0,6.0,27.30455,3.0,21.190681,0.0,2.0,2.0,13.0,99.50119,4.0,3.0,0.0,39.80327,0.0
76.476585,101.15732,4.0,55.99224,14.0,0.0,0.0,100.0,-7.0,7.0,8.0,6.2775226,1.8186336,25.0,-7.0,1.0,1.0,51.469204,45.347946,3.0,2.0,2.0,64.0,0.0
75.0,88.48331,2.0,58.0,16.25179,0.0,0.0,100.0,-7.0,7.0,8.0,13.0,3.0,38.0,0.0,1.0,1.0,36.0,134.22806,1.4998696,2.0,0.0,50.0,0.0
86.0,255.67743,13.407361,106.28405,37.522484,0.0,0.0,100.0,-7.0,7.0,8.0,55.90441,0.0,37.569363,0.0,0.0,0.0,0.0,47.159863,1.0,5.0,0.0,52.226585,0.0
80.63917,233.31155,-9.0,82.0,28.0,0.0,0.0,100.0,-7.0,7.0,8.0,33.96721,3.0,31.097343,0.0,1.0,1.0,12.416176,92.956055,5.0,2.0,0.0,50.0,0.0
86.0,289.10126,23.407309,96.2312,30.0,0.0,0.0,96.0,71.98291,6.0,6.0,30.0,0.0,31.851213,0.0,0.0,0.0,5.0,89.876465,2.0,2.0,0.0,33.0,0.0
65.0,172.51436,7.0,80.293564,19.0,0.0,0.0,100.0,-7.0,4.0,8.0,19.0,2.0,76.43774,8.0,0.0,0.0,38.66739,52.941216,3.0,2.0,1.0,67.0,0.0
87.18322,118.55955,23.20034,131.40683,18.505444,0.0,0.0,100.0,-7.0,7.0,8.0,-9.0,0.0,35.0,-7.0,2.0,1.0,1.5123138,-8.0,1.0,2.0,0.0,48.019207,0.0
81.0,276.38477,4.0,82.26004,51.69223,0.0,0.0,100.0,-7.0,7.0,8.0,42.603287,2.0,20.13388,1.0,5.180681,5.4062138,12.141012,84.02492,6.0,2.0,0.0,45.29909,0.0
84.0,245.99695,13.144496,122.56669,19.0,0.0,0.0,100.0,-7.0,7.0,8.0,24.0,0.0,32.0,0.0,0.0,0.0,2.6637013,-8.0,5.0,1.0,0.0,57.0,0.0
83.401924,179.54292,6.992562,75.485565,13.0,0.0,0.0,100.0,-7.0,7.0,8.0,15.0,1.0,46.0,0.0,2.0,2.0,26.304892,91.0,3.0,2.0,0.0,95.41298,0.0
78.78788,141.80318,4.0,65.47204,7.0,0.6952273,0.0,80.43312,17.528402,6.0,5.0,9.0,3.0,21.0,-7.0,1.0,1.0,0.0,-8.0,1.0,1.0,0.0,43.0,0.0
75.70965,132.94826,8.0,65.44295,17.0,0.0,0.0,100.0,-7.0,7.0,8.0,19.0,2.0,61.766846,16.0,0.0,0.0,36.0,90.47944,3.0,4.0,0.0,74.916084,0.0
73.752,341.80518,2.0,110.297775,50.984287,0.0,0.0,97.0,18.790138,6.0,6.0,58.7466,2.0,33.0,0.0,4.0,3.2415993,9.051235,82.0,8.1660385,7.7810087,1.0,67.0,0.0
83.0,287.4392,4.0,86.57278,43.46722,0.0,0.0,100.0,-7.0,7.0,8.0,52.5037,2.0,18.030838,16.0,0.0,0.0,1.0,-8.0,5.0,2.0,0.0,40.44112,0.0
-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,0.0
77.0,123.959236,2.0,62.08731,27.330322,0.0,0.0,100.0,-7.0,7.0,8.0,32.0,2.0728405,22.0,0.0,2.0,2.0,22.032375,60.238297,3.0,5.0,0.0,78.51305,0.0
71.0,112.453766,6.0,97.0,24.023554,0.0,0.0,92.0,-7.0,6.0,6.0,10.186602,9.989362,20.0,11.926452,0.0,0.0,35.581615,82.0,7.6160817,3.0,1.0,64.0,0.0
79.0,242.50655,3.0,103.14661,11.06239,0.0,0.0,100.0,-7.0,7.0,8.0,17.982735,1.0,22.0,0.0,2.0,2.0,42.004578,24.35747,3.0,1.0,0.0,75.0,0.0
75.0,218.3296,6.0,59.973618,32.0,0.0,0.0,97.0,52.890465,6.0,6.0,27.0,4.0,33.251915,-7.0,2.0,2.0,22.985857,87.854935,4.0,3.0,0.0,72.070175,0.0
77.0,190.58702,3.0,81.76567,25.0,0.0,0.0,100.0,-7.0,7.0,8.0,24.0,3.0,29.0,-7.0,6.5861573,6.561024,12.0,63.9665,3.0412781,5.686723,1.0,50.0,0.0
