ExternalRiskEstimate,MSinceOldestTradeOpen,MSinceMostRecentTradeOpen,AverageMInFile,NumSatisfactoryTrades,NumTrades60Ever2DerogPubRec,NumTrades90Ever2DerogPubRec,PercentTradesNeverDelq,MSinceMostRecentDelq,MaxDelq2PublicRecLast12M,MaxDelqEver,NumTotalTrades,NumTradesOpeninLast12M,PercentInstallTrades,MSinceMostRecentInqexcl7days,NumInqLast6M,NumInqLast6Mexcl7days,NetFractionRevolvingBurden,NetFractionInstallBurden,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumBank2NatlTradesWHighUtilization,PercentTradesWBalance,cond
77.0,397.70963,22.888355,63.0,3.9855871,0.0,0.0,100.0,-7.0,7.0,8.0,0.72954893,0.0,0.0,0.0,0.0,0.0,28.0,-8.0,2.0,-8.31473,0.0,100.0,1.0
-9.0,221.43732,11.0,-9.0,-9.0,3.1479938,0.0,59.79544,22.902283,6.0,3.0,6.265624,1.0,75.47277,0.0,0.0,0.0,109.38164,59.705997,2.0,1.0,0.0,79.81878,1.0
55.47545,111.54611,7.0,44.42146,28.35258,2.571391,1.0,86.64014,5.1385546,3.3804507,2.0513864,31.0,3.0,17.0,6.090605,0.0,0.0,45.30794,91.0,9.973258,3.0,3.0,71.0,1.0
63.425724,101.594055,22.406982,38.38849,11.462729,1.0,0.0,79.132034,22.628872,6.0,6.0,12.0,0.0,65.70535,0.0,0.0,0.0,70.28086,69.0186,2.0,4.0,0.0,80.0,1.0
66.0,119.90401,25.133303,25.36855,9.625316,0.0,0.0,81.3546,1.0,4.0,6.0,11.997489,0.0,68.94288,0.0,0.0,0.0,3.0754294,-8.0,1.0,1.0,0.0,44.0,1.0
-9.0,80.76511,8.0,36.1975,3.2525034,0.0,0.0,100.0,-7.0,7.0,8.0,6.8819747,1.0,18.40578,0.0,0.0,0.0,98.080666,7.0571604,3.0,2.0,2.0,86.0,1.0
65.85369,-3.043612,11.0,41.33477,4.483009,0.0,0.0,100.0,-7.0,7.0,8.0,3.1718163,0.0,70.381935,0.0,2.0,2.0,1.0,77.31385,1.0,2.0,0.0,100.0,1.0
-9.0,98.421364,3.0,-8.767412,3.603655,0.0,0.0,86.92284,24.625671,6.0,5.0,6.286647,5.0,46.464195,0.0,3.0,3.0,94.17643,66.389275,6.0,2.0,1.0,100.0,1.0
74.0,154.424,20.0,84.0,25.0,1.0,1.0,100.0,-7.0,4.0,8.0,24.002644,0.0,65.48208,0.0,2.0,2.0,43.04225,-8.0,4.0,1.0,-9.0,100.0,1.0
-9.0,114.311325,2.0,44.01727,25.0,3.0,0.0,88.0,1.0,4.0,5.864974,32.11215,2.0,44.763973,-7.0,2.0,2.0,75.2621,42.73313,6.0,4.0,1.0,80.0,1.0
70.0,129.58,21.883442,65.0,12.0,0.0,0.0,100.0,-7.0,7.0,8.0,13.0,0.0,0.0,22.338697,0.0,0.0,54.600464,-8.0,5.0,1.0,2.0,71.0,1.0
69.44258,45.0839,6.0,64.37836,23.0,2.0,0.0,83.97825,16.933788,6.0,2.0588195,24.0,1.0,41.14364,3.0,0.0,0.0,2.144534,-8.0,4.0,1.0,0.0,50.0,1.0
