age,workclass,fnlwgt,educational-num,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,cond
49.0,4,118383.125,8,2,3,1,0,0,0.0,0.0,45.0,1,0
49.0,5,91115.85,10,2,2,1,0,0,0.0,0.0,50.0,1,0
18.795187,2,112635.02,10,0,2,3,0,0,0.0,0.0,20.0,1,0
60.0,5,227073.44,12,2,3,1,0,0,0.0,0.0,60.0,1,0
34.0,1,26973.115,14,0,7,3,0,0,0.0,0.0,40.0,1,0
52.0,4,144325.28,10,2,2,1,0,0,0.0,0.0,40.0,1,0
19.0,4,87458.734,10,0,3,-1,0,1,0.0,0.0,8.0,1,0
26.0,4,303729.2,12,2,3,1,0,1,0.0,1740.0513,40.0,1,0
24.0,4,128060.375,9,2,2,1,0,1,0.0,0.0,40.0,0,0
52.4418,3,245858.33,13,2,6,1,0,0,0.0,0.0,40.0,0,0
22.0,4,195111.55,13,0,7,3,0,1,0.0,0.0,40.0,1,0
27.0,4,154407.05,10,2,3,1,0,0,0.0,0.0,75.0,1,0
35.0,4,179136.88,9,-1,2,0,0,0,0.0,0.0,40.0,1,0
41.0,4,107412.734,13,2,1,1,0,0,0.0,0.0,45.0,1,0
47.0,4,117707.9,10,-1,3,0,0,1,0.0,0.0,40.0,1,0
52.0,5,198687.95,5,2,2,1,0,0,0.0,0.0,42.0,0,0
40.0,4,349534.47,10,2,3,1,-1,0,0.0,0.0,40.0,0,0
44.0,4,50818.086,10,2,2,1,0,0,0.0,0.0,50.0,1,0
38.0,5,213453.19,9,2,3,1,0,0,0.0,0.0,40.0,1,0
19.0,4,176943.72,10,0,3,3,0,1,0.0,0.0,40.0,1,0
24.0,4,143516.1,13,0,2,2,0,0,0.0,0.0,45.0,1,0
24.0,4,348710.16,13,0,2,0,0,0,0.0,0.0,36.0,1,0
35.0,4,103271.93,9,-1,3,2,0,1,0.0,0.0,40.0,1,0
67.0,4,144390.47,9,2,3,1,0,0,0.0,0.0,55.325478,1,0
25.0,3,99942.805,13,0,1,3,0,0,0.0,0.0,16.0,1,0
37.0,6,320433.88,9,2,5,1,0,0,0.0,0.0,40.0,1,0
27.0,4,33771.19,13,0,5,0,0,0,0.0,0.0,55.0,1,0
47.171646,4,90796.5,13,0,7,0,0,0,0.0,1620.2848,45.0,1,0
25.045141,2,32070.498,10,0,3,0,0,0,0.0,0.0,40.0,1,0
23.0,4,107595.16,10,0,2,3,0,0,0.0,0.0,37.0,0,0
28.0,4,342904.22,9,0,2,-1,0,0,0.0,0.0,40.0,1,0
45.0,4,133369.25,13,0,7,0,0,1,0.0,0.0,20.0,1,0
37.0,4,69730.164,11,-1,7,0,0,1,0.0,0.0,17.560488,1,0
26.0,4,96612.75,13,2,7,1,0,1,0.0,2092.7854,45.0,1,0
35.0,4,33712.168,9,0,3,0,0,1,0.0,0.0,38.0,1,0
59.0,4,124588.97,9,2,2,1,0,0,0.0,0.0,40.0,1,0
26.0,4,225606.45,9,0,2,0,0,1,0.0,1937.4572,40.0,1,0
26.0,4,129915.375,9,2,2,1,0,0,0.0,0.0,40.0,1,0
46.0,4,107702.266,4,2,2,1,0,0,0.0,0.0,50.0,1,0
48.0,4,174323.75,9,0,6,0,1,1,0.0,0.0,40.0,1,0
37.0,4,30182.438,10,2,2,1,0,0,0.0,0.0,40.0,1,0
33.0,4,253207.33,9,-1,3,3,0,0,0.0,0.0,45.0,1,0
28.0,6,338844.56,9,0,2,0,0,1,0.0,0.0,30.0,1,0
45.0,4,161858.52,10,0,7,0,0,0,0.0,0.0,40.0,1,0
36.0,4,43829.617,10,-1,2,0,0,0,0.0,0.0,40.0,1,0
31.0,2,322138.88,9,-1,3,0,0,1,0.0,0.0,40.0,0,0
24.0,4,210024.67,10,2,3,1,0,0,0.0,0.0,45.0,1,0
32.0,4,261705.84,10,0,6,0,1,1,0.0,0.0,40.0,1,0
27.0,4,238235.2,9,2,3,1,1,0,0.0,0.0,40.0,1,0
20.0,4,42378.426,10,0,2,0,0,1,0.0,0.0,35.0,1,0
70.24077,5,142306.9,8,2,1,1,0,0,0.0,0.0,40.0,1,0
37.0,4,195337.36,9,-1,2,0,0,0,0.0,0.0,40.0,1,0
26.831144,4,202044.5,12,-1,2,2,0,0,0.0,0.0,40.0,1,0
62.0,4,32852.65,4,-1,1,0,0,0,0.0,0.0,70.0,1,0
56.6359,4,156212.36,10,-1,3,0,0,1,0.0,0.0,40.0,1,0
53.0,4,110337.53,6,2,3,1,-1,0,0.0,0.0,40.0,0,0
71.0,4,175979.08,10,-1,2,0,0,0,0.0,0.0,34.655746,1,0
40.536274,4,150468.42,7,-1,1,-1,1,1,0.0,0.0,40.0,1,0
36.0,4,173817.8,13,-1,3,2,-1,1,0.0,0.0,40.0,1,0
61.0,5,121606.75,13,2,3,1,0,0,0.0,0.0,52.0,1,0
37.0,4,124212.18,7,0,2,0,1,1,0.0,0.0,40.0,1,0
34.0,4,226707.28,9,2,2,1,0,0,0.0,0.0,50.0,1,0
53.0,5,216477.11,10,2,1,1,0,0,0.0,0.0,40.0,1,0
21.0,4,192785.19,12,0,3,3,0,1,0.0,0.0,10.0,1,0
36.0,4,175256.48,8,2,3,1,0,0,0.0,0.0,32.0,1,0
34.0,4,33832.2,5,2,2,1,0,0,0.0,0.0,40.0,1,0
32.0,2,208712.86,14,0,3,0,0,0,0.0,0.0,25.556274,1,0
38.0,5,179815.22,5,2,2,1,0,0,0.0,0.0,50.0,1,0
27.0,4,101704.305,10,0,2,2,0,0,0.0,0.0,55.0,1,0
41.0,4,229652.25,10,0,2,0,0,0,0.0,0.0,20.0,1,0
30.0,5,338261.25,11,-1,6,0,0,0,0.0,0.0,67.725426,1,0
20.0,4,364334.9,10,0,1,0,0,1,0.0,0.0,80.0,1,0
32.0,4,63043.406,9,2,2,1,0,0,0.0,0.0,55.787453,1,0
22.0,4,205399.42,10,0,2,3,0,0,0.0,0.0,27.298817,1,0
20.0,5,33806.242,10,0,3,0,0,1,0.0,0.0,30.0,1,0
30.0,4,101381.65,9,-1,1,3,0,0,0.0,0.0,50.0,1,0
23.09485,4,474197.4,13,0,7,3,0,0,0.0,0.0,40.0,1,0
38.0,4,271503.4,10,-1,3,2,0,1,0.0,0.0,40.0,1,0
