age,housing,credit_score,deposits,withdrawal,purchases_partners,purchases,cc_taken,cc_recommended,cc_disliked,cc_liked,cc_application_begin,app_downloaded,web_user,app_web_user,ios_user,android_user,registered_phones,payment_type,waiting_4_loan,cancelled_loan,received_loan,rejected_loan,zodiac_sign,left_for_two_month_plus,left_for_one_month,rewards_earned,reward_rate,is_referred,cond
35.0,R,548.2308,0.0,0.0,33.0,0.0,1.0,95.38476,0.0,0.0,11.0,1.0,1.0,1.0,1.0,0.0,0.0,Weekly,0.0,0.0,0.0,0.0,Sagittarius,0.0,0.0,32.042957,1.03,1.0,0
21.0,R,548.2308,2.0,1.0,24.0,1.0,0.0,60.39551,0.0,0.0,7.0,1.0,1.0,1.0,1.0,0.0,0.0,Monthly,0.0,0.0,0.0,0.0,na,0.0,0.0,23.0,0.88962376,0.0,0
17.015507,R,549.96216,2.0,0.0,19.0,1.1914221,0.0,34.0,0.0,0.0,5.0,1.0,0.0,0.0,1.0,0.0,2.0,Bi-Weekly,0.0,0.0,0.0,0.0,Aquarius,0.0,0.0,9.0,0.3,1.0,0
27.0,na,548.2308,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,Semi-Monthly,0.0,0.0,0.0,0.0,Taurus,0.0,0.0,2.0,0.03013641,0.0,0
25.0,R,534.4808,0.0,0.0,24.849834,0.0,0.0,38.600933,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,Bi-Weekly,0.0,0.0,0.0,0.0,Scorpio,0.0,0.0,13.0,0.43624207,1.0,0
22.0,na,548.2308,0.0,0.0,5.0,0.0,0.0,7.118176,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,2.0,Bi-Weekly,0.0,0.0,0.0,0.0,Taurus,0.0,0.0,3.1158423,0.10518836,0.0,0
23.0,R,615.01624,41.667805,0.0,72.214165,42.85525,0.0,270.28693,0.0,0.0,22.646814,1.0,1.0,1.0,0.0,1.0,2.0,Bi-Weekly,0.0,0.0,0.0,0.0,na,1.0,0.0,65.0,2.2,0.0,0
24.0,R,491.04993,0.0,0.0,14.0,0.0,1.0,257.6786,0.0,0.0,4.0,1.0,1.0,1.0,0.0,1.0,0.0,Weekly,0.0,0.0,0.0,0.0,Libra,0.0,0.0,61.0,2.0940459,0.0,0
29.0,na,453.9823,1.0,1.0,4.0,1.0,0.0,8.947791,0.0,0.0,1.8754982,1.0,1.0,1.0,0.0,1.0,0.0,Monthly,0.0,0.0,0.0,0.0,Aries,0.0,0.0,1.0,0.03,0.0,0
42.0,R,548.2308,0.0,0.0,2.0,0.0,1.0,129.84172,0.0,0.0,6.0,1.0,1.0,1.0,1.0,0.0,0.0,na,0.0,0.0,0.0,0.0,Aquarius,0.0,0.0,36.0,1.2929171,0.0,0
