age,housing,credit_score,deposits,withdrawal,purchases_partners,purchases,cc_taken,cc_recommended,cc_disliked,cc_liked,cc_application_begin,app_downloaded,web_user,app_web_user,ios_user,android_user,registered_phones,payment_type,waiting_4_loan,cancelled_loan,received_loan,rejected_loan,zodiac_sign,left_for_two_month_plus,left_for_one_month,rewards_earned,reward_rate,is_referred,cond
24.0,R,584.0,7.0,2.0,23.0,9.0839405,0.0,55.0,0.0,0.0,13.0,1.0,1.0,1.0,1.0,0.0,0.0,Bi-Weekly,0.0,0.0,0.0,0.0,Cancer,0.0,0.0,16.0,0.7365478,0.0,0
20.0,na,641.3879,0.0,0.0,12.0,0.0,0.0,30.14833,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Monthly,0.0,0.0,0.0,0.0,Leo,0.0,0.0,8.0,0.36748466,0.0,0
28.0,R,574.0,0.0,0.0,46.7748,0.0,0.0,159.62363,0.0,0.0,9.0,1.0,0.0,0.0,0.0,1.0,0.0,Weekly,0.0,0.0,0.0,0.0,Scorpio,1.0,0.0,47.0,1.6,0.0,0
40.0,na,624.7403,0.0,0.0,87.96688,0.0,0.0,213.51949,0.0,0.0,9.0,1.0,1.0,1.0,0.0,1.0,0.0,Monthly,0.0,0.0,0.0,0.0,Sagittarius,0.0,0.0,57.0,1.9,1.0,0
47.0,na,486.50293,5.0,2.0,0.0,6.0,0.0,145.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,Bi-Weekly,0.0,0.0,0.0,0.0,Pisces,0.0,0.0,59.0,2.0,0.0,0
26.0,na,548.2308,0.0,0.0,8.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Semi-Monthly,0.0,0.0,0.0,0.0,Virgo,0.0,0.0,3.0,0.13,0.0,0
33.0,R,616.1647,0.0,0.0,202.24033,0.0,0.0,305.9286,0.0,0.0,92.387245,1.0,0.0,0.0,1.0,0.0,2.0,na,0.0,0.0,0.0,0.0,Virgo,0.0,0.0,76.5531,2.544642,1.0,0
21.0,R,611.6906,5.0,1.0,27.0,5.0,0.0,46.331448,0.0,0.0,7.0,1.0,0.0,0.0,0.0,1.0,0.0,Bi-Weekly,0.0,0.0,0.0,0.0,Leo,0.0,0.0,13.0,0.7814557,1.0,0
23.0,na,548.2308,1.0,0.0,43.0,1.0,0.0,40.0,0.0,0.0,4.0,1.0,1.0,1.0,0.0,1.0,2.0,Bi-Weekly,0.0,0.0,0.0,0.0,Gemini,1.0,0.0,22.0,0.63,1.0,0
34.0,R,531.0,36.245968,1.0,61.184013,40.912792,0.0,243.81815,0.0,0.0,5.0,1.0,1.0,1.0,0.0,1.0,0.0,Semi-Monthly,0.0,0.0,0.0,0.0,Libra,0.0,0.0,47.0,1.53,0.0,0
19.246334,R,591.0,0.0,0.0,0.0,0.0,2.3014688,101.02795,1.453112,0.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,Monthly,0.0,0.0,0.0,0.0,Virgo,0.0,0.0,36.0,1.2,0.0,0
28.0,R,592.0,0.0,0.0,82.486084,0.0,0.0,241.9977,0.0,0.0,13.0,1.0,1.0,1.0,1.0,0.0,2.0,Bi-Weekly,0.0,0.0,0.0,0.0,Cancer,1.0,0.0,55.97489,1.8,1.0,0
43.0,R,591.0,1.0,0.0,26.0,1.0,0.0,138.1827,0.0,0.0,9.0,1.0,1.0,1.0,0.0,1.0,2.0,Semi-Monthly,0.0,0.0,0.0,0.0,Leo,1.0,0.0,37.0,1.23,1.0,0
32.0,O,548.2308,0.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,Bi-Weekly,0.0,0.0,0.0,0.0,Leo,0.0,0.0,29.0,0.92,0.0,0
51.0,R,592.11505,0.0,0.0,55.0,0.0,0.0,95.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,Monthly,0.0,0.0,0.0,0.0,Aquarius,0.0,0.0,30.0,0.87387455,1.0,0
26.0,R,548.2308,4.0,0.0,50.918007,0.0,0.0,148.61093,0.0,0.0,42.865143,1.0,0.0,0.0,1.0,0.0,0.0,Bi-Weekly,0.0,0.0,0.0,0.0,Sagittarius,0.0,0.0,38.0,1.27,1.0,0
49.0,na,527.7838,0.0,0.0,46.0,0.0,0.0,120.97774,0.0,0.0,3.0,1.0,1.0,1.0,1.0,0.0,2.0,Bi-Weekly,0.0,0.0,0.0,0.0,Libra,1.0,0.0,47.0,1.57,0.0,0
25.0,R,599.0,0.0,0.0,49.0,0.0,0.0,206.0,0.0,0.0,12.0,1.0,0.0,0.0,0.0,1.0,0.0,Bi-Weekly,0.0,0.0,0.0,0.0,Pisces,0.0,0.0,44.0,1.53,0.0,0
21.0,na,584.4921,1.0,0.0,47.0,1.0,0.0,105.81012,0.0,0.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,Bi-Weekly,0.0,0.0,0.0,0.0,Scorpio,0.0,1.0,37.45091,1.17,1.0,0
26.0,R,445.87234,0.0,0.0,88.0,0.0,0.0,195.3749,0.0,0.0,4.0,1.0,1.0,1.0,1.0,0.0,2.0,Bi-Weekly,0.0,0.0,0.0,0.0,Aquarius,0.0,0.0,45.0,1.47,0.0,0
33.0,R,548.2308,11.699332,0.0,9.0,11.0,0.0,216.1676,0.0,0.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,Bi-Weekly,0.0,0.0,0.0,0.0,Libra,0.0,0.0,59.0,1.97,0.0,0
23.0,R,522.0,0.0,0.0,13.0,0.0,0.0,73.34933,0.0,0.0,5.0,1.0,1.0,1.0,0.0,1.0,0.0,Weekly,0.0,0.0,0.0,0.0,Scorpio,1.0,0.0,29.0,0.9,1.0,0
31.0,R,548.2308,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Bi-Weekly,0.0,0.0,0.0,0.0,Sagittarius,0.0,0.0,32.042957,0.0,0.0,0
25.0,na,506.63022,0.0,0.0,3.4306848,0.0,0.0,5.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,Bi-Weekly,0.0,0.0,0.0,0.0,Gemini,1.0,0.0,1.0,0.07,0.0,0
32.60139,O,548.2308,18.0,0.0,0.0,16.0,2.0,284.58856,0.0,0.0,91.903946,1.0,1.0,1.0,1.0,0.0,0.0,Bi-Weekly,0.0,0.0,0.0,0.0,Taurus,0.0,0.0,105.66794,3.2403934,1.0,0
22.0,R,490.61057,0.0,0.0,10.0,0.0,0.0,11.0,0.0,0.0,4.0,1.0,1.0,1.0,0.0,1.0,0.0,Weekly,0.0,0.0,0.0,0.0,na,0.0,0.0,4.0,0.13,1.0,0
42.875084,O,541.0,0.0,0.0,101.83372,0.0,0.0,212.16843,0.0,0.0,18.0,1.0,0.0,0.0,0.0,1.0,2.0,Bi-Weekly,0.0,0.0,0.0,0.0,Gemini,0.0,0.0,41.095127,1.5206598,1.0,0
33.0,O,548.2308,0.0,0.0,23.6706,0.0,0.0,45.51164,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,Semi-Monthly,0.0,0.0,0.0,0.0,Libra,0.0,0.0,21.259556,0.73,0.0,0
25.0,R,594.0,46.360664,0.0,58.0,45.02898,0.0,234.0,0.0,0.0,16.0,1.0,0.0,0.0,0.0,1.0,0.0,Semi-Monthly,0.0,0.0,0.0,0.0,Libra,0.0,0.0,55.0,1.8,1.0,0
50.0,R,511.217,0.0,0.0,19.0,0.0,0.0,204.29314,0.0,0.0,5.0,1.0,1.0,1.0,1.0,0.0,0.0,Bi-Weekly,0.0,0.0,0.0,0.0,Sagittarius,1.0,0.0,51.0,1.7,0.0,0
26.0,R,508.54926,8.0,0.0,110.283165,7.505762,0.0,242.42198,0.0,0.0,7.2697554,1.0,1.0,1.0,0.0,1.0,0.0,Bi-Weekly,0.0,0.0,0.0,0.0,Gemini,0.0,0.0,58.0,1.9,1.0,0
26.0,R,579.70184,0.0,0.0,0.0,0.0,0.0,159.83455,0.0,0.0,16.0,1.0,1.0,1.0,0.0,1.0,0.0,Bi-Weekly,0.0,0.0,1.0,0.0,Taurus,0.0,0.0,56.0,1.87,0.0,0
23.0,R,609.02826,3.0,0.0,46.130062,2.0,0.0,99.03367,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,Weekly,0.0,0.0,0.0,0.0,Taurus,1.0,0.0,21.650194,0.85580397,1.0,0
26.0,na,611.35535,2.80435,0.0,40.0,2.0,0.0,121.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,Bi-Weekly,0.0,0.0,0.0,0.0,Scorpio,0.0,0.0,31.0,0.97,0.0,0
27.0,R,505.49783,0.0,0.0,64.0,0.0,0.0,170.049,0.0,0.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,Bi-Weekly,0.0,0.0,0.0,0.0,Libra,0.0,0.0,32.042957,1.1330777,1.0,0
36.0,R,511.9781,0.0,0.0,91.27827,0.0,1.0,198.92351,0.0,0.0,27.0,1.0,1.0,1.0,1.0,1.0,3.0,Bi-Weekly,0.0,0.0,0.0,0.0,Aquarius,0.0,0.0,53.0,1.77,1.0,0
31.0,R,565.0,1.0,0.0,65.79978,1.0,0.0,140.19734,0.0,0.0,13.0,1.0,1.0,1.0,0.0,1.0,0.0,na,0.0,0.0,0.0,0.0,Leo,0.0,0.0,35.0,1.2,1.0,0
22.0,R,485.56128,39.09049,0.0,65.0,35.394928,0.0,273.54535,0.0,0.0,14.0,1.0,1.0,1.0,0.0,1.0,2.0,Semi-Monthly,0.0,0.0,0.0,0.0,Sagittarius,0.0,0.0,74.44869,2.4772758,0.0,0
32.0,R,601.76886,63.76524,0.0,132.63103,60.48401,0.0,281.86786,0.0,0.0,23.0,1.0,0.0,0.0,1.0,0.0,0.0,Bi-Weekly,0.0,0.0,0.0,0.0,na,0.0,0.0,66.39402,2.2,0.0,0
