age,housing,credit_score,deposits,withdrawal,purchases_partners,purchases,cc_taken,cc_recommended,cc_disliked,cc_liked,cc_application_begin,app_downloaded,web_user,app_web_user,ios_user,android_user,registered_phones,payment_type,waiting_4_loan,cancelled_loan,received_loan,rejected_loan,zodiac_sign,left_for_two_month_plus,left_for_one_month,rewards_earned,reward_rate,is_referred,cond
53.0,na,592.0,0.0,0.0,11.222488,0.0,0.0,24.828266,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,Semi-Monthly,0.0,0.0,0.0,0.0,Gemini,0.0,0.0,13.0,0.64974385,1.0,0
36.0,R,548.2308,33.062954,0.0,101.923065,35.024994,0.0,242.74628,0.0,0.0,22.0,1.0,1.0,1.0,1.0,0.0,2.0,Monthly,0.0,0.0,0.0,0.0,Libra,0.0,0.0,44.0,1.4,0.0,0
33.0,na,562.23804,2.0,2.0,73.0,1.0,0.0,105.41311,0.0,0.0,10.0,1.0,0.0,0.0,0.0,1.0,0.0,Bi-Weekly,0.0,0.0,0.0,0.0,Taurus,0.0,0.0,32.042957,1.0347594,0.0,0
38.0,na,508.2805,1.0,0.0,10.0,1.0,0.0,17.402254,0.0,0.0,4.0,1.0,1.0,1.0,0.0,1.0,0.0,Weekly,0.0,0.0,0.0,0.0,Taurus,0.0,0.0,6.0,0.23,1.0,0
28.0,R,607.127,9.0,0.0,121.18163,9.929249,0.0,303.25125,0.0,0.0,18.0,1.0,1.0,1.0,0.0,1.0,0.0,Weekly,0.0,0.0,1.0,0.0,Libra,1.0,0.0,110.90483,3.7009585,1.0,0
53.0,O,548.2308,3.0,1.1652962,81.0,2.0,0.0,227.73709,0.0,0.0,54.72961,1.0,1.0,1.0,1.0,0.0,2.0,Weekly,0.0,0.0,0.0,0.0,Cancer,0.0,0.0,59.0,1.97,0.0,0
32.0,R,548.2308,0.0,0.0,0.0,0.0,0.0,208.34103,0.0,0.0,15.0,1.0,0.0,0.0,0.0,1.0,2.0,Weekly,0.0,0.0,0.0,0.0,Taurus,0.0,0.0,68.0,2.27,0.0,0
30.0,na,548.2308,0.0,0.0,4.0,0.0,0.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Bi-Weekly,0.0,0.0,0.0,0.0,Sagittarius,0.0,0.0,32.042957,0.0,0.0,0
40.038776,R,605.78986,4.0,1.0,101.63355,5.0,0.0,164.11241,0.0,0.0,15.0,1.0,0.0,0.0,1.0,0.0,0.0,Bi-Weekly,0.0,0.0,0.0,0.0,Aquarius,0.0,0.0,40.0,1.33,1.0,0
40.0,na,553.32526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Monthly,0.0,0.0,0.0,0.0,Virgo,0.0,0.0,32.042957,0.0,0.0,0
23.0,na,676.50354,2.0,0.0,17.0,2.0,0.0,71.70006,0.0,0.0,3.0,1.0,1.0,1.0,0.0,1.0,0.0,na,0.0,0.0,0.0,0.0,Scorpio,0.0,0.0,15.0,0.7,1.0,0
23.0,R,548.2308,0.0,0.0,0.0,0.0,0.0,227.89226,0.0,0.0,49.15075,1.0,1.0,1.0,0.0,1.0,0.0,Bi-Weekly,0.0,0.0,0.0,0.0,Pisces,0.0,0.0,71.374214,2.4130213,0.0,0
27.596611,na,569.0,3.0,1.0,15.0,2.0,0.0,26.918402,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Bi-Weekly,0.0,0.0,0.0,0.0,Gemini,0.0,0.0,7.0,0.53,0.0,0
31.0,na,612.5848,0.0,0.0,74.351974,0.0,0.0,147.1069,0.0,0.0,10.0,1.0,0.0,0.0,0.0,1.0,0.0,Weekly,0.0,0.0,0.0,0.0,Taurus,0.0,0.0,35.0,1.13,1.0,0
26.0,na,494.81345,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,Monthly,0.0,0.0,0.0,0.0,Taurus,0.0,0.0,1.0,0.03,0.0,0
